alert_id,fecha_alerta,id_cliente,provincia,bloque_analitico,categoria_h,familia,familia_comercial,tipo_alerta,motivo,segment_or_pattern,loyalty_tier,trend,prioridad,score,expected_impact_eur,urgency_factor,conversion_probability,canal_recomendado,contact_window_days,trace_features,holiday_period,campaign_active,campaign_name
ALT-20251229-002722,2025-12-29,15451,Barcelona,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 298d without buying. Historic volume: ~€2,841/yr.",lost,,declining,High,127.82924019642856,2840.649782142857,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""declining"", ""recency_days"": 298.0, ""frequency_recent"": 0, ""frequency_baseline"": 1, ""volume_recent"": 0.0, ""expected_vol_recent"": 1378.0832, ""mean_interpurchase_days"": 160.0, ""lifetime_volume"": 8716.5144, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002723,2025-12-29,9662,Albacete,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 25% of estimated potential. Realistic growth margin: ~€222.,promiscuous,near_loyal,improving,Low,127.71204313821137,222.0922,0.7,0.821486643437863,marketing_automation,90,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""improving"", ""share_of_potential"": 0.2464459930313589, ""potencial_h"": 1802.36, ""volume_eur_current"": 444.1844, ""volume_eur_baseline"": 355.8248, ""recency_days"": 236.0, ""conversion_probability"": 0.821486643437863}",True,False,
ALT-20251229-002724,2025-12-29,1000077167,Barcelona,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,Occasional client with no recent purchase: €851 in baseline.,occasional_silent,,declining,Medium,127.61274,850.7516,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 112.0, ""frequency_recent"": 0, ""frequency_baseline"": 1, ""volume_recent"": 0.0, ""expected_vol_recent"": 278.4277963636364, ""mean_interpurchase_days"": 247.2, ""lifetime_volume"": 3927.7632000000003, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-002725,2025-12-29,1516,Palencia,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 1078d without buying. Historic volume: ~€2,834/yr.",lost,,inactive,High,127.55095540955631,2834.465675767918,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1078.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 117.2, ""lifetime_volume"": 4550.6764, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002726,2025-12-29,1000077167,Barcelona,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,Occasional client with no recent purchase: €849 in baseline.,occasional_silent,,declining,Medium,127.41492,849.4328,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 265.0, ""frequency_recent"": 0, ""frequency_baseline"": 1, ""volume_recent"": 0.0, ""expected_vol_recent"": 277.9961890909091, ""mean_interpurchase_days"": 135.0, ""lifetime_volume"": 5671.8448, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-002727,2025-12-29,1000077124,Las Palmas,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 1001d without buying. Historic volume: ~€2,830/yr.",lost,,inactive,High,127.32897598282443,2829.532799618321,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1001.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 74.85714285714286, ""lifetime_volume"": 4062.1238000000003, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002728,2025-12-29,123,Sevilla,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 741d without buying. Historic volume: ~€2,829/yr.",lost,,inactive,High,127.3106614326923,2829.1258096153847,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 741.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 115.55555555555556, ""lifetime_volume"": 8061.0707999999995, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002729,2025-12-29,1000069407,Madrid,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,Occasional client with no recent purchase: €848 in baseline.,occasional_silent,,declining,Medium,127.14173999999998,847.6116,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 158.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 277.40015999999997, ""mean_interpurchase_days"": 151.5, ""lifetime_volume"": 2094.0974, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-002730,2025-12-29,1000082023,Lleida,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 581d without buying. Historic volume: ~€2,822/yr.",lost,,inactive,High,127.00118204324801,2822.248489849956,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 581.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 283.25, ""lifetime_volume"": 8760.5686, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002731,2025-12-29,9709,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 25% of estimated potential. Realistic growth margin: ~€221.,promiscuous,near_loyal,stable,Low,126.9908132195122,221.4642,0.7,0.8191637630662022,marketing_automation,30,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""stable"", ""share_of_potential"": 0.24574912891986064, ""potencial_h"": 1802.36, ""volume_eur_current"": 442.9284, ""volume_eur_baseline"": 430.023, ""recency_days"": 287.0, ""conversion_probability"": 0.8191637630662022}",True,False,
ALT-20251229-002732,2025-12-29,1000065814,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 25% of estimated potential. Realistic growth margin: ~€221.,promiscuous,near_loyal,stable,Low,126.9908132195122,221.4642,0.7,0.8191637630662022,marketing_automation,90,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""stable"", ""share_of_potential"": 0.24574912891986064, ""potencial_h"": 1802.36, ""volume_eur_current"": 442.9284, ""volume_eur_baseline"": 491.78679999999997, ""recency_days"": 27.0, ""conversion_probability"": 0.8191637630662022}",True,False,
ALT-20251229-002733,2025-12-29,14240,Alicante,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 25% of estimated potential. Realistic growth margin: ~€221.,promiscuous,near_loyal,stable,Low,126.9908132195122,221.4642,0.7,0.8191637630662022,marketing_automation,59,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""stable"", ""share_of_potential"": 0.24574912891986064, ""potencial_h"": 1802.36, ""volume_eur_current"": 442.9284, ""volume_eur_baseline"": 430.023, ""recency_days"": 293.0, ""conversion_probability"": 0.8191637630662022}",True,False,
ALT-20251229-002734,2025-12-29,1000073640,A Coruña,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 25% of estimated potential. Realistic growth margin: ~€221.,promiscuous,near_loyal,improving,Low,126.93680330487804,221.4171,0.7,0.8189895470383276,marketing_automation,30,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""improving"", ""share_of_potential"": 0.24569686411149827, ""potencial_h"": 1802.36, ""volume_eur_current"": 442.8342, ""volume_eur_baseline"": 257.009, ""recency_days"": 347.0, ""conversion_probability"": 0.8189895470383276}",True,False,
ALT-20251229-002735,2025-12-29,1000058376,Castellón,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 437d without buying. Historic volume: ~€2,821/yr.",lost,,declining,High,126.92973418171556,2820.6607595936794,0.3,0.15,delegado,6,"{""pattern"": ""lost"", ""trend"": ""declining"", ""recency_days"": 437.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 2119.9396, ""mean_interpurchase_days"": 443.0, ""lifetime_volume"": 6846.8642, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002736,2025-12-29,30806,Vizcaya,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 1041d without buying. Historic volume: ~€2,817/yr.",lost,,inactive,High,126.78625995918367,2817.472443537415,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1041.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 147.0, ""lifetime_volume"": 5673.5404, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002737,2025-12-29,1000100283,Sevilla,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 18% of estimated potential. Realistic growth margin: ~€304.,promiscuous,moderate,improving,Low,126.78498776273787,304.3759,0.7,0.5950583179864948,marketing_automation,90,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""improving"", ""share_of_potential"": 0.17851749539594844, ""potencial_h"": 3410.04, ""volume_eur_current"": 608.7518, ""volume_eur_baseline"": 299.87, ""recency_days"": 91.0, ""conversion_probability"": 0.5950583179864948}",True,False,
ALT-20251229-002738,2025-12-29,1000082530,Granada,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 700d without buying. Historic volume: ~€2,817/yr.",lost,,inactive,High,126.75692752325581,2816.820611627907,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 700.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 71.66666666666667, ""lifetime_volume"": 3318.4462000000003, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002739,2025-12-29,6611,León,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,Sustained drop: €352 → €135 (-62%).,churn_risk_dropping,moderate,declining,Medium,126.72773099999999,216.62859999999998,0.9,0.65,televenta,30,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""moderate"", ""trend"": ""declining"", ""share_of_potential"": 0.12427745664739885, ""potencial_h"": 1086.44, ""volume_eur_current"": 135.02, ""volume_eur_baseline"": 351.6486, ""recency_days"": 27.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-002740,2025-12-29,40929,Alicante,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 1602d without buying. Historic volume: ~€2,816/yr.",lost,,inactive,High,126.71241883663366,2815.8315297029703,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1602.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 101.0, ""lifetime_volume"": 1558.3506, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002741,2025-12-29,2392,Sta.Cruz Tenerife,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €1,243 vs expected €609 — investigate opportunity.",occasional_spike,,improving,Low,126.71155999999999,633.5577999999999,0.4,0.5,marketing_automation,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 61.0, ""frequency_recent"": 2, ""frequency_baseline"": 2, ""volume_recent"": 1242.7492, ""expected_vol_recent"": 609.1914, ""mean_interpurchase_days"": 106.73333333333333, ""lifetime_volume"": 10088.0978, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-002742,2025-12-29,28628,Alicante,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 934d without buying. Historic volume: ~€2,813/yr.",lost,,inactive,High,126.59013891799546,2813.114198177677,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 934.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 175.6, ""lifetime_volume"": 6766.888400000001, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002743,2025-12-29,1000081093,Valencia,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,Anomalous spike: €822 vs expected €191 — investigate opportunity.,occasional_spike,,improving,Low,126.34161090909093,631.7080545454546,0.4,0.5,marketing_automation,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 28.0, ""frequency_recent"": 1, ""frequency_baseline"": 1, ""volume_recent"": 822.3346, ""expected_vol_recent"": 190.62654545454546, ""mean_interpurchase_days"": 236.57142857142858, ""lifetime_volume"": 7019.47, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-002744,2025-12-29,41298,Vizcaya,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 1313d without buying. Historic volume: ~€2,806/yr.",lost,,inactive,High,126.24901127659574,2805.53358392435,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1313.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 141.0, ""lifetime_volume"": 3251.3444, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002745,2025-12-29,1000076472,Madrid,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),opportunity_spike,Anomalous spike: €937 vs expected €307 — investigate opportunity.,occasional_spike,,improving,Low,126.07853599999999,630.3926799999999,0.4,0.5,marketing_automation,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 42.0, ""frequency_recent"": 1, ""frequency_baseline"": 1, ""volume_recent"": 937.0702, ""expected_vol_recent"": 306.67752, ""mean_interpurchase_days"": 148.11111111111111, ""lifetime_volume"": 13607.441200000001, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-002746,2025-12-29,1000080620,Madrid,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 740d without buying. Historic volume: ~€2,802/yr.",lost,,inactive,High,126.07512860230545,2801.6695244956773,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 740.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 115.66666666666667, ""lifetime_volume"": 7990.515, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002747,2025-12-29,1000075760,Zaragoza,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 517d without buying. Historic volume: ~€2,801/yr.",lost,,inactive,High,126.06235820766375,2801.3857379480837,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 517.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 161.8, ""lifetime_volume"": 6209.0988, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002748,2025-12-29,1000081843,Málaga,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 455d without buying. Historic volume: ~€2,800/yr.",lost,,inactive,High,126.00002650615902,2800.000589025756,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 455.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 63.785714285714285, ""lifetime_volume"": 6850.412400000001, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002749,2025-12-29,2148,Pontevedra,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 473d without buying. Historic volume: ~€2,798/yr.",lost,,inactive,High,125.92820979395604,2798.404662087912,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 473.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 156.0, ""lifetime_volume"": 8372.2134, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002750,2025-12-29,37849,Madrid,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €1,106 vs expected €477 — investigate opportunity.",occasional_spike,,improving,Low,125.92279200000003,629.6139600000001,0.4,0.5,marketing_automation,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 28.0, ""frequency_recent"": 1, ""frequency_baseline"": 1, ""volume_recent"": 1106.1906000000001, ""expected_vol_recent"": 476.57664, ""mean_interpurchase_days"": 895.5, ""lifetime_volume"": 3406.5232, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-002751,2025-12-29,1000077359,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 18% of estimated potential. Realistic growth margin: ~€303.,promiscuous,moderate,stable,Low,125.33733254266419,302.6332,0.7,0.5916513198281154,marketing_automation,30,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""stable"", ""share_of_potential"": 0.1774953959484346, ""potencial_h"": 3410.04, ""volume_eur_current"": 605.2664, ""volume_eur_baseline"": 573.364, ""recency_days"": 322.0, ""conversion_probability"": 0.5916513198281154}",True,False,
ALT-20251229-002752,2025-12-29,1073,Valladolid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 24% of estimated potential. Realistic growth margin: ~€220.,promiscuous,near_loyal,new,Low,125.19667338211384,219.8942,0.7,0.8133565621370501,marketing_automation,90,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""new"", ""share_of_potential"": 0.244006968641115, ""potencial_h"": 1802.36, ""volume_eur_current"": 439.7884, ""volume_eur_baseline"": 0.0, ""recency_days"": 24.0, ""conversion_probability"": 0.8133565621370501}",True,False,
ALT-20251229-002753,2025-12-29,1000102318,Asturias,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 24% of estimated potential. Realistic growth margin: ~€220.,promiscuous,near_loyal,new,Low,125.19667338211384,219.8942,0.7,0.8133565621370501,marketing_automation,90,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""new"", ""share_of_potential"": 0.244006968641115, ""potencial_h"": 1802.36, ""volume_eur_current"": 439.7884, ""volume_eur_baseline"": 0.0, ""recency_days"": 7.0, ""conversion_probability"": 0.8133565621370501}",True,False,
ALT-20251229-002754,2025-12-29,1000102032,Barcelona,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 24% of estimated potential. Realistic growth margin: ~€220.,promiscuous,near_loyal,new,Low,125.19667338211384,219.8942,0.7,0.8133565621370501,marketing_automation,90,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""new"", ""share_of_potential"": 0.244006968641115, ""potencial_h"": 1802.36, ""volume_eur_current"": 439.7884, ""volume_eur_baseline"": 0.0, ""recency_days"": 175.0, ""conversion_probability"": 0.8133565621370501}",True,False,
ALT-20251229-002755,2025-12-29,1000082155,Cádiz,Commodities,Categoria C2,Categoria C2,Bioseguridad,capture_window,Promiscuous client: capturing 25% of estimated potential. Realistic growth margin: ~€211.,promiscuous,near_loyal,stable,Low,125.00764254802264,211.33770000000004,0.7,0.8450094161958571,marketing_automation,90,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""stable"", ""share_of_potential"": 0.25350282485875714, ""potencial_h"": 1667.34, ""volume_eur_current"": 422.6754000000001, ""volume_eur_baseline"": 485.9778, ""recency_days"": 56.0, ""conversion_probability"": 0.8450094161958571}",True,False,
ALT-20251229-002756,2025-12-29,28036,Valencia,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 319d without buying. Historic volume: ~€2,774/yr.",lost,,declining,High,124.83865424547281,2774.192316566063,0.3,0.15,delegado,7,"{""pattern"": ""lost"", ""trend"": ""declining"", ""recency_days"": 319.0, ""frequency_recent"": 0, ""frequency_baseline"": 1, ""volume_recent"": 0.0, ""expected_vol_recent"": 302.76222545454544, ""mean_interpurchase_days"": 372.75, ""lifetime_volume"": 11332.3856, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002757,2025-12-29,34765,Segovia,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 1207d without buying. Historic volume: ~€2,773/yr.",lost,,inactive,High,124.79497084158415,2773.221574257426,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1207.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 126.25, ""lifetime_volume"": 3836.923, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002758,2025-12-29,18249,Girona,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 686d without buying. Historic volume: ~€2,771/yr.",lost,,inactive,High,124.69259305093044,2770.9465122428987,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 686.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 53.73684210526316, ""lifetime_volume"": 7751.058599999999, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002759,2025-12-29,11312,Asturias,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 290d without buying. Historic volume: ~€2,770/yr.",lost,,declining,High,124.66846926293408,2770.410428065202,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""declining"", ""recency_days"": 290.0, ""frequency_recent"": 0, ""frequency_baseline"": 1, ""volume_recent"": 0.0, ""expected_vol_recent"": 605.5347272727272, ""mean_interpurchase_days"": 282.2, ""lifetime_volume"": 10709.7236, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002760,2025-12-29,1000075178,Toledo,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 375d without buying. Historic volume: ~€2,768/yr.",lost,,declining,High,124.56307006625099,2768.0682236944667,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""declining"", ""recency_days"": 375.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 2107.9762, ""mean_interpurchase_days"": 116.63636363636364, ""lifetime_volume"": 9729.949400000001, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002761,2025-12-29,1000075835,Las Palmas,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 24% of estimated potential. Realistic growth margin: ~€219.,promiscuous,near_loyal,improving,Low,124.53607673577241,219.31330000000003,0.7,0.8112078977932639,marketing_automation,30,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""improving"", ""share_of_potential"": 0.24336236933797914, ""potencial_h"": 1802.36, ""volume_eur_current"": 438.62660000000005, ""volume_eur_baseline"": 286.682, ""recency_days"": 133.0, ""conversion_probability"": 0.8112078977932639}",True,False,
ALT-20251229-002762,2025-12-29,22519,Barcelona,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 384d without buying. Historic volume: ~€2,767/yr.",lost,,declining,High,124.53180997840172,2767.373555075594,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""declining"", ""recency_days"": 384.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 540.4254000000001, ""mean_interpurchase_days"": 115.75, ""lifetime_volume"": 3510.3944, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002763,2025-12-29,25251,Barcelona,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 601d without buying. Historic volume: ~€2,767/yr.",lost,,inactive,High,124.50102333041959,2766.6894073426574,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 601.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 190.66666666666666, ""lifetime_volume"": 4335.7434, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-002764,2025-12-29,1000082747,Valencia,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,Anomalous spike: €925 vs expected €303 — investigate opportunity.,occasional_spike,,improving,Low,124.46891490909093,622.3445745454546,0.4,0.5,marketing_automation,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 14.0, ""frequency_recent"": 1, ""frequency_baseline"": 1, ""volume_recent"": 925.1068, ""expected_vol_recent"": 302.76222545454544, ""mean_interpurchase_days"": 371.0, ""lifetime_volume"": 3620.5142, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-002765,2025-12-29,1000076199,Sta.Cruz Tenerife,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,Anomalous spike: €925 vs expected €303 — investigate opportunity.,occasional_spike,,improving,Low,124.46891490909093,622.3445745454546,0.4,0.5,marketing_automation,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 6.0, ""frequency_recent"": 1, ""frequency_baseline"": 1, ""volume_recent"": 925.1068, ""expected_vol_recent"": 302.76222545454544, ""mean_interpurchase_days"": 178.3, ""lifetime_volume"": 9537.4674, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-002766,2025-12-29,38499,Toledo,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,Promiscuous client: capturing 22% of estimated potential. Realistic growth margin: ~€243.,promiscuous,near_loyal,declining,Low,124.4384992165725,243.4756,0.7,0.7301318267419963,marketing_automation,30,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.21903954802259887, ""potencial_h"": 2223.12, ""volume_eur_current"": 486.9512, ""volume_eur_baseline"": 969.9774000000001, ""recency_days"": 119.0, ""conversion_probability"": 0.7301318267419963}",True,False,
ALT-20251229-002767,2025-12-29,1000079753,Córdoba,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 1207d without buying. Historic volume: ~€2,763/yr.",lost,,inactive,High,124.34786450187968,2763.2858778195487,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1207.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 133.0, ""lifetime_volume"": 4027.5838, ""conversion_probability"": 0.15}",True,False,
